Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Post Code,Transaction Number,Total
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Sub Contracted Work,Programme Office,UNIVERSITY OF ST ANDREWS,,V - 9000133775 - 00112000,31796.88
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Sub Contracted Work,Operations,SURFACE TRANSFORMS PLC,,V - 9000133833 - 00111282,25014
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Sub Contracted Work,Operations,SERCO TECHNICAL CONSULTANCY SERVICES,,V - 9000133838 - 00106706,84221.95
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Energy & Utility,Infrastructure,TOTAL GAS & POWER LIMITED,,V - 9000133859 - 00112253,71237.47
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Sub Contracted Work,Operations,M-SQUARED LASERS LIMITED,,V - 9000133861 - 00110331,32906.9
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Professional Services,Programme Office,LSC GROUP LIMITED,,V - 9000133868 - 00111564,50701
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Energy & Utility,Infrastructure,SCOTTISH HYDRO ELECTRIC GAS LIMITED,,V - 9000133877 - 00111371,40583.48
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Energy & Utility,Infrastructure,SCOTTISH HYDRO ELECTRIC GAS LIMITED,,V - 9000133877 - 00111436,40207.76
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Energy & Utility,Infrastructure,SCOTTISH HYDRO ELECTRIC GAS LIMITED,,V - 9000133877 - 00111439,60351.11
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Energy & Utility,Infrastructure,SCOTTISH HYDRO ELECTRIC GAS LIMITED,,V - 9000133877 - 00111443,162445.52
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000133878 - 00108910,78134
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000133878 - 00110679,200000
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Sub Contracted Work,Programme Office,QINETIQ LIMITED,,V - 9000133878 - 00111272,300000
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Sub Contracted Research,Programme Office,QINETIQ LIMITED,,V - 9000133878 - 00111361,38767
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Facility Management Costs,Infrastructure,QINETIQ LIMITED,,V - 9000133878 - 00111837,33099
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Rent/Lease of Land & Bldgs,Infrastructure,QINETIQ LIMITED,,V - 9000133878 - 00111839,27875
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Rent/Lease of Land & Bldgs,Infrastructure,QINETIQ LIMITED,,V - 9000133878 - 00111934,929179.6
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Sub Contracted Work,Operations,UNIVERSITY OF SOUTHAMPTON,,V - 9000133879 - 00111955,62000
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Sub Contracted Research,Programme Office,SELEX GALILEO LIMITED,,V - 9000133881 - 00111815,435956
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Sub Contracted Research,Programme Office,SELEX GALILEO LIMITED,,V - 9000133881 - 00111879,364595.74
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Sub Contracted Research,Programme Office,SELEX GALILEO LIMITED,,V - 9000133882 - 00110231,379986
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Sub Contracted Research,Programme Office,SELEX GALILEO LIMITED,,V - 9000133882 - 00110232,189995
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Sub Contracted Work,Operations,VESTGUARD UK LIMITED,,V - 9000133890 - 00111783,66567.2
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,Sub Contracted Work,Programme Office,H W COMMUNICATIONS LIMITED,,V - 9000133894 - 00110371,33708.8
Ministry of Defence,Defence Science and Technology Laboratory,24/06/2011,IS Development,Infrastructure,SPECIALIST COMPUTER CENTRES PLC,,V - 9000133899 - 00111735,28422.21
Ministry of Defence,Ministry of Defence,27/06/2011,IT and communication services,Defence Equipment & Support,MICROSOFT LTD,,32741,83434.9
Ministry of Defence,Ministry of Defence,27/06/2011,Estate management,Defence Infrastructure Organisation ,LEND LEASE CONSTRUCTION (EMEA) LIMITED,BA1 5AB,161137,500000
Ministry of Defence,Ministry of Defence,27/06/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,LEND LEASE CONSTRUCTION (EMEA) LIMITED,BA1 5AB,161137,930793.62
Ministry of Defence,Ministry of Defence,27/06/2011,Medical treatment & stores and welfare services.,Central TLB,PLYMOUTH HOSPITALS NHS TRUST,PL3 5QZ,161150,720000
Ministry of Defence,Ministry of Defence,27/06/2011,Medical treatment & stores and welfare services.,Central TLB,1ST DENTAL PRODUCTS LIMITED,HG2 7AB,811932,31063.06
Ministry of Defence,Ministry of Defence,27/06/2011,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,CV2 2TX,811938,659.8
Ministry of Defence,Ministry of Defence,27/06/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,811938,1816.68
Ministry of Defence,Ministry of Defence,27/06/2011,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,CV2 2TX,811938,5252.88
Ministry of Defence,Ministry of Defence,27/06/2011,Purchase of inventory and services ,Air Command,AAH PHARMACEUTICALS LTD,CV2 2TX,811938,10450.6
Ministry of Defence,Ministry of Defence,27/06/2011,Purchase of inventory and services ,Land Forces,AAH PHARMACEUTICALS LTD,CV2 2TX,811938,26151.22
Ministry of Defence,Ministry of Defence,27/06/2011,Purchase of inventory and services ,Defence Equipment & Support,AAH PHARMACEUTICALS LTD,CV2 2TX,811938,34422.17
Ministry of Defence,Ministry of Defence,27/06/2011,Design services and minor equipment purchases,Defence Equipment & Support,AEROSPACE & AIRWORTHINESS CONSULTANCY ENTERPRISES LIMITED,OX1 5DX,811950,47500
Ministry of Defence,Ministry of Defence,27/06/2011,Estate management,Defence Infrastructure Organisation ,ALDERSHOT HEALTHCARE INVESTMENTS LIMITED,GU1 2AB,811956,233780.51
Ministry of Defence,Ministry of Defence,27/06/2011,Estate management,Defence Equipment & Support,AVENANCE PLC,SK11 6ET,811988,778.2
Ministry of Defence,Ministry of Defence,27/06/2011,Estate management,Air Command,AVENANCE PLC,SK11 6ET,811988,3226.01
Ministry of Defence,Ministry of Defence,27/06/2011,"Adminstration, claims, compensation and awards",Land Forces,AVENANCE PLC,SK11 6ET,811988,7048.29
Ministry of Defence,Ministry of Defence,27/06/2011,Estate management,Land Forces,AVENANCE PLC,SK11 6ET,811988,9823.62
Ministry of Defence,Ministry of Defence,27/06/2011,Food and clothing,Defence Equipment & Support,AVENANCE PLC,SK11 6ET,811988,28826.46
Ministry of Defence,Ministry of Defence,27/06/2011,Estate management,Defence Infrastructure Organisation ,AVENANCE PLC,SK11 6ET,811988,62987.33
Ministry of Defence,Ministry of Defence,27/06/2011,Food and clothing,Defence Infrastructure Organisation ,AVENANCE PLC,SK11 6ET,811988,86580.45
Ministry of Defence,Ministry of Defence,27/06/2011,Design services and minor equipment purchases,Command Joint Operations,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,811996,415.69
Ministry of Defence,Ministry of Defence,27/06/2011,Transport hire charges,Defence Infrastructure Organisation ,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,811996,690.9
Ministry of Defence,Ministry of Defence,27/06/2011,Design services and minor equipment purchases,Central TLB,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,811996,1213.43
Ministry of Defence,Ministry of Defence,27/06/2011,Design services and minor equipment purchases,Navy Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,811996,1502.88
Ministry of Defence,Ministry of Defence,27/06/2011,Design services and minor equipment purchases,Defence Infrastructure Organisation ,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,811996,1615.87
Ministry of Defence,Ministry of Defence,27/06/2011,Transport hire charges,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,811996,2144.1
Ministry of Defence,Ministry of Defence,27/06/2011,Transport hire charges,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,811996,2187.88
Ministry of Defence,Ministry of Defence,27/06/2011,Transport hire charges,Central TLB,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,811996,6977
Ministry of Defence,Ministry of Defence,27/06/2011,Design services and minor equipment purchases,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,811996,8880.37
Ministry of Defence,Ministry of Defence,27/06/2011,Design services and minor equipment purchases,Air Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,811996,32051.97
Ministry of Defence,Ministry of Defence,27/06/2011,Transport hire charges,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,811996,34490.31
Ministry of Defence,Ministry of Defence,27/06/2011,Design services and minor equipment purchases,Land Forces,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,811996,96264.71
Ministry of Defence,Ministry of Defence,27/06/2011,Development costs for military equipment,Defence Equipment & Support,BAE SYSTEMS INTEGRATED SYSTEM TECHNOLOGIES LIMITED,PO31 8PF,812012,3600000
Ministry of Defence,Ministry of Defence,27/06/2011,Purchase of inventory and services ,Navy Command,BLACKWELL LIMITED,OX1 2ET,812027,127.92
Ministry of Defence,Ministry of Defence,27/06/2011,Purchase of inventory and services ,Defence Equipment & Support,BLACKWELL LIMITED,OX1 2ET,812027,251.93
Ministry of Defence,Ministry of Defence,27/06/2011,Purchase of inventory and services ,Land Forces,BLACKWELL LIMITED,OX1 2ET,812027,2840.24
Ministry of Defence,Ministry of Defence,27/06/2011,Purchase of inventory and services ,Air Command,BLACKWELL LIMITED,OX1 2ET,812027,13941.11
Ministry of Defence,Ministry of Defence,27/06/2011,Purchase of inventory and services ,Central TLB,BLACKWELL LIMITED,OX1 2ET,812027,18838.32
Ministry of Defence,Ministry of Defence,27/06/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,BOC LIMITED,M28 2UT,812033,260.75
Ministry of Defence,Ministry of Defence,27/06/2011,Purchase of inventory and services ,Central TLB,BOC LIMITED,M28 2UT,812033,325.21
Ministry of Defence,Ministry of Defence,27/06/2011,Purchase of inventory and services ,Navy Command,BOC LIMITED,M28 2UT,812033,11015.71
Ministry of Defence,Ministry of Defence,27/06/2011,Purchase of inventory and services ,Land Forces,BOC LIMITED,M28 2UT,812033,12497.91
Ministry of Defence,Ministry of Defence,27/06/2011,Purchase of inventory and services ,Defence Equipment & Support,BOC LIMITED,M28 2UT,812033,12975.94
Ministry of Defence,Ministry of Defence,27/06/2011,Purchase of inventory and services ,Command Joint Operations,BOC LIMITED,M28 2UT,812033,19750.74
Ministry of Defence,Ministry of Defence,27/06/2011,Purchase of inventory and services ,Air Command,BOC LIMITED,M28 2UT,812033,56877.15
Ministry of Defence,Ministry of Defence,27/06/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,C F ANDERSON & SON LIMITED,C06 1HD,812063,5104.85
Ministry of Defence,Ministry of Defence,27/06/2011,Purchase of inventory and services ,Defence Equipment & Support,C F ANDERSON & SON LIMITED,C06 1HD,812063,8456.06
Ministry of Defence,Ministry of Defence,27/06/2011,Purchase of inventory and services ,Air Command,C F ANDERSON & SON LIMITED,C06 1HD,812063,10520.92
Ministry of Defence,Ministry of Defence,27/06/2011,Purchase of inventory and services ,Land Forces,C F ANDERSON & SON LIMITED,C06 1HD,812063,33867.38
Ministry of Defence,Ministry of Defence,27/06/2011,Estate management,Defence Infrastructure Organisation ,CARILLIONENTERPRISE LIMITED,B75 7RL,812076,138781.48
Ministry of Defence,Ministry of Defence,27/06/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,CARILLIONENTERPRISE LIMITED,B75 7RL,812076,4249469.44
Ministry of Defence,Ministry of Defence,27/06/2011,Service and civilian recruitment,Air Command,CENTRAL OFFICE OF INFORMATION,SE1 7DU,812086,13195.23
Ministry of Defence,Ministry of Defence,27/06/2011,Fees for professional services,Land Forces,CENTRAL OFFICE OF INFORMATION,SE1 7DU,812086,28484.64
Ministry of Defence,Ministry of Defence,27/06/2011,Design services and minor equipment purchases,Air Command,CENTRAL OFFICE OF INFORMATION,SE1 7DU,812086,47750.4
Ministry of Defence,Ministry of Defence,27/06/2011,Design services and minor equipment purchases,Defence Equipment & Support,COMPUTACENTER (UK) LIMITED,SE1 8HL,812107,41399.58
Ministry of Defence,Ministry of Defence,27/06/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,812109,129200
Ministry of Defence,Ministry of Defence,27/06/2011,Grants to Reserves Forces and Cadets Association,Defence Infrastructure Organisation ,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,812109,1240054
Ministry of Defence,Ministry of Defence,27/06/2011,International contributions,Central TLB,CRANFIELD UNIVERSITY,MK43 0AL,812110,25927
Ministry of Defence,Ministry of Defence,27/06/2011,"Transporation of personnel, freight and travel expenses",Defence Equipment & Support,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,812134,2343.33
Ministry of Defence,Ministry of Defence,27/06/2011,Medical treatment & stores and welfare services.,Land Forces,DR MARTIN ERRINGTON T/A ERRINGTON ASSOCIATES,EH13 0DT,812161,2629
Ministry of Defence,Ministry of Defence,27/06/2011,Medical treatment & stores and welfare services.,Central TLB,DR MARTIN ERRINGTON T/A ERRINGTON ASSOCIATES,EH13 0DT,812161,63963
Ministry of Defence,Ministry of Defence,27/06/2011,Food and clothing,Land Forces,ERSKINE HOSPITAL,PA7 5PU,812191,778.7
Ministry of Defence,Ministry of Defence,27/06/2011,Medical treatment & stores and welfare services.,Land Forces,ERSKINE HOSPITAL,PA7 5PU,812191,32419
Ministry of Defence,Ministry of Defence,27/06/2011,IT and communication services,Defence Equipment & Support,HARMONIC LTD,TA19 9DQ,812237,10672.68
Ministry of Defence,Ministry of Defence,27/06/2011,Medical treatment & stores and welfare services.,Land Forces,HAYS SPECIALIST RECRUITMENT LIMITED,SW1W 0NT,812241,7950.6
Ministry of Defence,Ministry of Defence,27/06/2011,Purchase of inventory and services ,Defence Equipment & Support,HENRY SCHEIN UK HOLDINGS LIMITED,ME8 0SB,812245,12.18
Ministry of Defence,Ministry of Defence,27/06/2011,Purchase of inventory and services ,Central TLB,HENRY SCHEIN UK HOLDINGS LIMITED,ME8 0SB,812245,1338.01
Ministry of Defence,Ministry of Defence,27/06/2011,Medical treatment & stores and welfare services.,Air Command,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,812249,736
Ministry of Defence,Ministry of Defence,27/06/2011,Medical treatment & stores and welfare services.,Land Forces,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,812249,21488.48
Ministry of Defence,Ministry of Defence,27/06/2011,Design services and minor equipment purchases,Defence Equipment & Support,HONEYWELL AEROSPACE UK,BA20 2YD,812250,64551.12
Ministry of Defence,Ministry of Defence,27/06/2011,IT and communication services,Defence Equipment & Support,IBM UNITED KINGDOM LIMITED,PO6 3AE,812256,1157428.84
Ministry of Defence,Ministry of Defence,27/06/2011,Externally delivered education and training.,Central TLB,J A MAFFIA T/A JOHNS SCHOOL OF MOTORING,N18 2QD,812266,1840
Ministry of Defence,Ministry of Defence,27/06/2011,Externally delivered education and training.,Air Command,J A MAFFIA T/A JOHNS SCHOOL OF MOTORING,N18 2QD,812266,2046
Ministry of Defence,Ministry of Defence,27/06/2011,Externally delivered education and training.,Land Forces,J A MAFFIA T/A JOHNS SCHOOL OF MOTORING,N18 2QD,812266,15841
Ministry of Defence,Ministry of Defence,27/06/2011,Building maintenance and accommodation stores,Defence Infrastructure Organisation ,JOSEPH GLEAVE & SON LTD,M32 0NB,812273,170.4
Ministry of Defence,Ministry of Defence,27/06/2011,Building maintenance and accommodation stores,Defence Equipment & Support,JOSEPH GLEAVE & SON LTD,M32 0NB,812273,2331
Ministry of Defence,Ministry of Defence,27/06/2011,IT and communication services,Defence Equipment & Support,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,ST1 5UB,812283,9150
Ministry of Defence,Ministry of Defence,27/06/2011,IT and communication services,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,ST1 5UB,812283,10770
Ministry of Defence,Ministry of Defence,27/06/2011,Fees for professional services,Land Forces,L.A. INTERNATIONAL COMPUTER  CONSULTANTS LIMITED,ST1 5UB,812283,74990
Ministry of Defence,Ministry of Defence,27/06/2011,Estate management,Defence Infrastructure Organisation ,LANDMARC SUPPORT SERVICES LIMITED,SP3 4RS,812285,6858873.7
